Gene.ID,Cluster
HORVU.MOREX.r3.2HG0172300,Cluster 5
HORVU.MOREX.r3.2HG0172400,Cluster 5
HORVU.MOREX.r3.2HG0173090,Cluster 5
HORVU.MOREX.r3.2HG0173120,Cluster 5
HORVU.MOREX.r3.2HG0174050,Cluster 5
HORVU.MOREX.r3.2HG0174480,Cluster 5
HORVU.MOREX.r3.2HG0174500,Cluster 5
HORVU.MOREX.r3.2HG0175180,Cluster 5
HORVU.MOREX.r3.2HG0175580,Cluster 5
HORVU.MOREX.r3.2HG0176940,Cluster 5
HORVU.MOREX.r3.2HG0177660,Cluster 5
HORVU.MOREX.r3.2HG0177830,Cluster 5
HORVU.MOREX.r3.2HG0178010,Cluster 5
HORVU.MOREX.r3.2HG0178700,Cluster 5
HORVU.MOREX.r3.2HG0180110,Cluster 5
HORVU.MOREX.r3.2HG0180680,Cluster 5
HORVU.MOREX.r3.2HG0181160,Cluster 5
HORVU.MOREX.r3.2HG0181170,Cluster 5
HORVU.MOREX.r3.2HG0181540,Cluster 5
HORVU.MOREX.r3.2HG0181700,Cluster 5
HORVU.MOREX.r3.2HG0182400,Cluster 5
HORVU.MOREX.r3.2HG0182730,Cluster 5
HORVU.MOREX.r3.2HG0183740,Cluster 5
HORVU.MOREX.r3.2HG0184930,Cluster 5
HORVU.MOREX.r3.2HG0185050,Cluster 5
HORVU.MOREX.r3.2HG0186150,Cluster 5
HORVU.MOREX.r3.2HG0186240,Cluster 5
HORVU.MOREX.r3.2HG0186480,Cluster 5
HORVU.MOREX.r3.2HG0186870,Cluster 5
HORVU.MOREX.r3.2HG0186980,Cluster 5
HORVU.MOREX.r3.2HG0187930,Cluster 5
HORVU.MOREX.r3.2HG0188780,Cluster 5
HORVU.MOREX.r3.2HG0188860,Cluster 5
HORVU.MOREX.r3.2HG0190290,Cluster 5
HORVU.MOREX.r3.2HG0190890,Cluster 5
HORVU.MOREX.r3.2HG0191960,Cluster 5
HORVU.MOREX.r3.2HG0192050,Cluster 5
HORVU.MOREX.r3.2HG0192250,Cluster 5
HORVU.MOREX.r3.2HG0192890,Cluster 5
HORVU.MOREX.r3.2HG0193650,Cluster 5
HORVU.MOREX.r3.2HG0193660,Cluster 5
HORVU.MOREX.r3.2HG0194350,Cluster 5
HORVU.MOREX.r3.2HG0195300,Cluster 5
HORVU.MOREX.r3.2HG0195610,Cluster 5
HORVU.MOREX.r3.2HG0196990,Cluster 5
HORVU.MOREX.r3.2HG0197270,Cluster 5
HORVU.MOREX.r3.2HG0198320,Cluster 5
HORVU.MOREX.r3.2HG0198460,Cluster 5
HORVU.MOREX.r3.2HG0199690,Cluster 5
HORVU.MOREX.r3.2HG0200340,Cluster 5
HORVU.MOREX.r3.2HG0200390,Cluster 5
HORVU.MOREX.r3.2HG0200920,Cluster 5
HORVU.MOREX.r3.2HG0201190,Cluster 5
HORVU.MOREX.r3.2HG0202280,Cluster 5
HORVU.MOREX.r3.2HG0202640,Cluster 5
HORVU.MOREX.r3.2HG0203250,Cluster 5
HORVU.MOREX.r3.2HG0203620,Cluster 5
HORVU.MOREX.r3.2HG0205290,Cluster 5
HORVU.MOREX.r3.2HG0205390,Cluster 5
HORVU.MOREX.r3.2HG0206600,Cluster 5
HORVU.MOREX.r3.2HG0207660,Cluster 5
HORVU.MOREX.r3.2HG0209510,Cluster 5
HORVU.MOREX.r3.2HG0209540,Cluster 5
HORVU.MOREX.r3.2HG0209560,Cluster 5
HORVU.MOREX.r3.2HG0209950,Cluster 5
HORVU.MOREX.r3.2HG0211000,Cluster 5
HORVU.MOREX.r3.2HG0211040,Cluster 5
HORVU.MOREX.r3.2HG0212850,Cluster 5
HORVU.MOREX.r3.2HG0213050,Cluster 5
HORVU.MOREX.r3.2HG0213610,Cluster 5
HORVU.MOREX.r3.2HG0214050,Cluster 5
HORVU.MOREX.r3.3HG0218140,Cluster 5
HORVU.MOREX.r3.3HG0220260,Cluster 5
HORVU.MOREX.r3.3HG0221160,Cluster 5
HORVU.MOREX.r3.3HG0222000,Cluster 5
HORVU.MOREX.r3.3HG0222330,Cluster 5
HORVU.MOREX.r3.3HG0222380,Cluster 5
HORVU.MOREX.r3.3HG0223500,Cluster 5
HORVU.MOREX.r3.3HG0224520,Cluster 5
HORVU.MOREX.r3.3HG0224530,Cluster 5
HORVU.MOREX.r3.3HG0224540,Cluster 5
HORVU.MOREX.r3.3HG0224820,Cluster 5
HORVU.MOREX.r3.3HG0224850,Cluster 5
HORVU.MOREX.r3.3HG0225300,Cluster 5
HORVU.MOREX.r3.3HG0225340,Cluster 5
HORVU.MOREX.r3.3HG0226060,Cluster 5
HORVU.MOREX.r3.3HG0227850,Cluster 5
HORVU.MOREX.r3.3HG0231090,Cluster 5
HORVU.MOREX.r3.3HG0233820,Cluster 5
HORVU.MOREX.r3.3HG0234040,Cluster 5
HORVU.MOREX.r3.3HG0234480,Cluster 5
HORVU.MOREX.r3.3HG0235010,Cluster 5
HORVU.MOREX.r3.3HG0235760,Cluster 5
HORVU.MOREX.r3.3HG0236500,Cluster 5
HORVU.MOREX.r3.3HG0237200,Cluster 5
HORVU.MOREX.r3.3HG0237360,Cluster 5
HORVU.MOREX.r3.3HG0237990,Cluster 5
HORVU.MOREX.r3.3HG0239110,Cluster 5
HORVU.MOREX.r3.3HG0239550,Cluster 5
HORVU.MOREX.r3.3HG0240070,Cluster 5
HORVU.MOREX.r3.3HG0240580,Cluster 5
HORVU.MOREX.r3.3HG0240710,Cluster 5
HORVU.MOREX.r3.3HG0242030,Cluster 5
HORVU.MOREX.r3.3HG0242050,Cluster 5
HORVU.MOREX.r3.3HG0243170,Cluster 5
HORVU.MOREX.r3.3HG0243460,Cluster 5
HORVU.MOREX.r3.3HG0244330,Cluster 5
HORVU.MOREX.r3.3HG0244570,Cluster 5
HORVU.MOREX.r3.3HG0245380,Cluster 5
HORVU.MOREX.r3.3HG0248980,Cluster 5
HORVU.MOREX.r3.3HG0248990,Cluster 5
HORVU.MOREX.r3.3HG0250140,Cluster 5
HORVU.MOREX.r3.3HG0250170,Cluster 5
HORVU.MOREX.r3.3HG0252310,Cluster 5
HORVU.MOREX.r3.3HG0253950,Cluster 5
HORVU.MOREX.r3.3HG0255960,Cluster 5
HORVU.MOREX.r3.3HG0259460,Cluster 5
HORVU.MOREX.r3.3HG0260130,Cluster 5
HORVU.MOREX.r3.3HG0269910,Cluster 5
HORVU.MOREX.r3.3HG0273060,Cluster 5
HORVU.MOREX.r3.3HG0273350,Cluster 5
HORVU.MOREX.r3.3HG0273500,Cluster 5
HORVU.MOREX.r3.3HG0273810,Cluster 5
HORVU.MOREX.r3.3HG0274050,Cluster 5
HORVU.MOREX.r3.3HG0274650,Cluster 5
HORVU.MOREX.r3.3HG0275040,Cluster 5
HORVU.MOREX.r3.3HG0277190,Cluster 5
HORVU.MOREX.r3.3HG0278670,Cluster 5
HORVU.MOREX.r3.3HG0278710,Cluster 5
HORVU.MOREX.r3.3HG0280250,Cluster 5
HORVU.MOREX.r3.3HG0280920,Cluster 5
HORVU.MOREX.r3.3HG0281500,Cluster 5
HORVU.MOREX.r3.3HG0281610,Cluster 5
HORVU.MOREX.r3.3HG0282720,Cluster 5
HORVU.MOREX.r3.3HG0282860,Cluster 5
HORVU.MOREX.r3.3HG0282880,Cluster 5
HORVU.MOREX.r3.3HG0282920,Cluster 5
HORVU.MOREX.r3.3HG0283090,Cluster 5
HORVU.MOREX.r3.3HG0283770,Cluster 5
HORVU.MOREX.r3.3HG0285710,Cluster 5
HORVU.MOREX.r3.3HG0285860,Cluster 5
HORVU.MOREX.r3.3HG0285940,Cluster 5
HORVU.MOREX.r3.3HG0286660,Cluster 5
HORVU.MOREX.r3.3HG0287580,Cluster 5
HORVU.MOREX.r3.3HG0287760,Cluster 5
HORVU.MOREX.r3.3HG0289020,Cluster 5
HORVU.MOREX.r3.3HG0289810,Cluster 5
HORVU.MOREX.r3.3HG0290290,Cluster 5
HORVU.MOREX.r3.3HG0290880,Cluster 5
HORVU.MOREX.r3.3HG0291040,Cluster 5
HORVU.MOREX.r3.3HG0291280,Cluster 5
HORVU.MOREX.r3.3HG0292220,Cluster 5
HORVU.MOREX.r3.3HG0292960,Cluster 5
HORVU.MOREX.r3.3HG0293700,Cluster 5
HORVU.MOREX.r3.3HG0294340,Cluster 5
HORVU.MOREX.r3.3HG0294630,Cluster 5
HORVU.MOREX.r3.3HG0294660,Cluster 5
HORVU.MOREX.r3.3HG0294720,Cluster 5
HORVU.MOREX.r3.3HG0295530,Cluster 5
HORVU.MOREX.r3.3HG0295590,Cluster 5
HORVU.MOREX.r3.3HG0296070,Cluster 5
HORVU.MOREX.r3.3HG0296630,Cluster 5
HORVU.MOREX.r3.3HG0297530,Cluster 5
HORVU.MOREX.r3.3HG0297800,Cluster 5
HORVU.MOREX.r3.3HG0299310,Cluster 5
HORVU.MOREX.r3.3HG0299560,Cluster 5
HORVU.MOREX.r3.3HG0299890,Cluster 5
HORVU.MOREX.r3.3HG0300210,Cluster 5
HORVU.MOREX.r3.3HG0300280,Cluster 5
HORVU.MOREX.r3.3HG0300950,Cluster 5
HORVU.MOREX.r3.3HG0301370,Cluster 5
HORVU.MOREX.r3.3HG0302160,Cluster 5
HORVU.MOREX.r3.3HG0302610,Cluster 5
HORVU.MOREX.r3.3HG0303000,Cluster 5
HORVU.MOREX.r3.3HG0303060,Cluster 5
HORVU.MOREX.r3.3HG0303660,Cluster 5
HORVU.MOREX.r3.3HG0303730,Cluster 5
HORVU.MOREX.r3.3HG0304340,Cluster 5
HORVU.MOREX.r3.3HG0304410,Cluster 5
HORVU.MOREX.r3.3HG0305780,Cluster 5
HORVU.MOREX.r3.3HG0306100,Cluster 5
HORVU.MOREX.r3.3HG0306260,Cluster 5
HORVU.MOREX.r3.3HG0306300,Cluster 5
HORVU.MOREX.r3.3HG0306620,Cluster 5
HORVU.MOREX.r3.3HG0306860,Cluster 5
HORVU.MOREX.r3.3HG0307240,Cluster 5
HORVU.MOREX.r3.3HG0307540,Cluster 5
HORVU.MOREX.r3.3HG0307560,Cluster 5
HORVU.MOREX.r3.3HG0309470,Cluster 5
HORVU.MOREX.r3.3HG0309510,Cluster 5
HORVU.MOREX.r3.3HG0309730,Cluster 5
HORVU.MOREX.r3.3HG0310460,Cluster 5
HORVU.MOREX.r3.3HG0310500,Cluster 5
HORVU.MOREX.r3.3HG0310510,Cluster 5
HORVU.MOREX.r3.3HG0311650,Cluster 5
HORVU.MOREX.r3.3HG0312200,Cluster 5
HORVU.MOREX.r3.3HG0312240,Cluster 5
HORVU.MOREX.r3.3HG0312250,Cluster 5
HORVU.MOREX.r3.3HG0312690,Cluster 5
HORVU.MOREX.r3.3HG0313580,Cluster 5
HORVU.MOREX.r3.3HG0313890,Cluster 5
HORVU.MOREX.r3.3HG0313910,Cluster 5
HORVU.MOREX.r3.3HG0318390,Cluster 5
HORVU.MOREX.r3.3HG0318590,Cluster 5
HORVU.MOREX.r3.3HG0318610,Cluster 5
HORVU.MOREX.r3.3HG0318700,Cluster 5
HORVU.MOREX.r3.3HG0318720,Cluster 5
HORVU.MOREX.r3.3HG0318820,Cluster 5
HORVU.MOREX.r3.3HG0318840,Cluster 5
HORVU.MOREX.r3.3HG0318900,Cluster 5
HORVU.MOREX.r3.3HG0319010,Cluster 5
HORVU.MOREX.r3.3HG0319100,Cluster 5
HORVU.MOREX.r3.3HG0320900,Cluster 5
HORVU.MOREX.r3.3HG0321410,Cluster 5
HORVU.MOREX.r3.3HG0322070,Cluster 5
HORVU.MOREX.r3.3HG0322130,Cluster 5
HORVU.MOREX.r3.3HG0322140,Cluster 5
HORVU.MOREX.r3.3HG0322210,Cluster 5
HORVU.MOREX.r3.3HG0322340,Cluster 5
HORVU.MOREX.r3.3HG0322520,Cluster 5
HORVU.MOREX.r3.3HG0325240,Cluster 5
HORVU.MOREX.r3.3HG0325810,Cluster 5
HORVU.MOREX.r3.3HG0326310,Cluster 5
HORVU.MOREX.r3.3HG0326880,Cluster 5
HORVU.MOREX.r3.3HG0328330,Cluster 5
HORVU.MOREX.r3.3HG0328430,Cluster 5
HORVU.MOREX.r3.4HG0331500,Cluster 5
HORVU.MOREX.r3.4HG0332100,Cluster 5
HORVU.MOREX.r3.4HG0333410,Cluster 5
HORVU.MOREX.r3.4HG0335320,Cluster 5
HORVU.MOREX.r3.4HG0335650,Cluster 5
HORVU.MOREX.r3.4HG0335960,Cluster 5
HORVU.MOREX.r3.4HG0336280,Cluster 5
HORVU.MOREX.r3.4HG0336570,Cluster 5
HORVU.MOREX.r3.4HG0336870,Cluster 5
HORVU.MOREX.r3.4HG0336940,Cluster 5
HORVU.MOREX.r3.4HG0337950,Cluster 5
HORVU.MOREX.r3.4HG0338340,Cluster 5
HORVU.MOREX.r3.4HG0338560,Cluster 5
HORVU.MOREX.r3.4HG0338590,Cluster 5
HORVU.MOREX.r3.4HG0338720,Cluster 5
HORVU.MOREX.r3.4HG0338980,Cluster 5
HORVU.MOREX.r3.4HG0339340,Cluster 5
HORVU.MOREX.r3.4HG0339930,Cluster 5
HORVU.MOREX.r3.4HG0340030,Cluster 5
HORVU.MOREX.r3.4HG0341090,Cluster 5
HORVU.MOREX.r3.4HG0342650,Cluster 5
HORVU.MOREX.r3.4HG0343710,Cluster 5
HORVU.MOREX.r3.4HG0347050,Cluster 5
HORVU.MOREX.r3.4HG0347380,Cluster 5
HORVU.MOREX.r3.4HG0349520,Cluster 5
HORVU.MOREX.r3.4HG0351320,Cluster 5
HORVU.MOREX.r3.4HG0352300,Cluster 5
HORVU.MOREX.r3.4HG0352900,Cluster 5
HORVU.MOREX.r3.4HG0352910,Cluster 5
HORVU.MOREX.r3.4HG0353950,Cluster 5
HORVU.MOREX.r3.4HG0356550,Cluster 5
HORVU.MOREX.r3.4HG0362980,Cluster 5
HORVU.MOREX.r3.4HG0375600,Cluster 5
HORVU.MOREX.r3.4HG0378290,Cluster 5
HORVU.MOREX.r3.4HG0379260,Cluster 5
HORVU.MOREX.r3.4HG0379320,Cluster 5
HORVU.MOREX.r3.4HG0379790,Cluster 5
HORVU.MOREX.r3.4HG0381790,Cluster 5
HORVU.MOREX.r3.4HG0382670,Cluster 5
HORVU.MOREX.r3.4HG0382760,Cluster 5
HORVU.MOREX.r3.4HG0383450,Cluster 5
HORVU.MOREX.r3.4HG0383530,Cluster 5
HORVU.MOREX.r3.4HG0383570,Cluster 5
HORVU.MOREX.r3.4HG0383650,Cluster 5
HORVU.MOREX.r3.4HG0384700,Cluster 5
HORVU.MOREX.r3.4HG0384980,Cluster 5
HORVU.MOREX.r3.4HG0385030,Cluster 5
HORVU.MOREX.r3.4HG0388440,Cluster 5
HORVU.MOREX.r3.4HG0388870,Cluster 5
HORVU.MOREX.r3.4HG0389440,Cluster 5
HORVU.MOREX.r3.4HG0390200,Cluster 5
HORVU.MOREX.r3.4HG0390450,Cluster 5
HORVU.MOREX.r3.4HG0391160,Cluster 5
HORVU.MOREX.r3.4HG0391180,Cluster 5
HORVU.MOREX.r3.4HG0391910,Cluster 5
HORVU.MOREX.r3.4HG0392530,Cluster 5
HORVU.MOREX.r3.4HG0392820,Cluster 5
HORVU.MOREX.r3.4HG0392940,Cluster 5
HORVU.MOREX.r3.4HG0393050,Cluster 5
HORVU.MOREX.r3.4HG0393620,Cluster 5
HORVU.MOREX.r3.4HG0393690,Cluster 5
HORVU.MOREX.r3.4HG0394520,Cluster 5
HORVU.MOREX.r3.4HG0394980,Cluster 5
HORVU.MOREX.r3.4HG0397090,Cluster 5
HORVU.MOREX.r3.4HG0399940,Cluster 5
HORVU.MOREX.r3.4HG0400940,Cluster 5
HORVU.MOREX.r3.4HG0400960,Cluster 5
HORVU.MOREX.r3.4HG0401170,Cluster 5
HORVU.MOREX.r3.4HG0403100,Cluster 5
HORVU.MOREX.r3.4HG0403130,Cluster 5
HORVU.MOREX.r3.4HG0403430,Cluster 5
HORVU.MOREX.r3.4HG0404750,Cluster 5
HORVU.MOREX.r3.4HG0404850,Cluster 5
HORVU.MOREX.r3.4HG0405130,Cluster 5
HORVU.MOREX.r3.4HG0405240,Cluster 5
HORVU.MOREX.r3.4HG0406060,Cluster 5
HORVU.MOREX.r3.4HG0406450,Cluster 5
HORVU.MOREX.r3.4HG0406580,Cluster 5
HORVU.MOREX.r3.4HG0406620,Cluster 5
HORVU.MOREX.r3.4HG0406630,Cluster 5
HORVU.MOREX.r3.4HG0408140,Cluster 5
HORVU.MOREX.r3.4HG0409380,Cluster 5
HORVU.MOREX.r3.4HG0409450,Cluster 5
HORVU.MOREX.r3.4HG0409850,Cluster 5
HORVU.MOREX.r3.4HG0409870,Cluster 5
HORVU.MOREX.r3.4HG0410930,Cluster 5
HORVU.MOREX.r3.4HG0411100,Cluster 5
HORVU.MOREX.r3.4HG0411590,Cluster 5
HORVU.MOREX.r3.4HG0412040,Cluster 5
HORVU.MOREX.r3.4HG0412090,Cluster 5
HORVU.MOREX.r3.4HG0413470,Cluster 5
HORVU.MOREX.r3.4HG0413510,Cluster 5
HORVU.MOREX.r3.4HG0413800,Cluster 5
HORVU.MOREX.r3.4HG0415550,Cluster 5
HORVU.MOREX.r3.4HG0416670,Cluster 5
HORVU.MOREX.r3.4HG0416970,Cluster 5
HORVU.MOREX.r3.5HG0420290,Cluster 5
HORVU.MOREX.r3.5HG0421310,Cluster 5
HORVU.MOREX.r3.5HG0423030,Cluster 5
HORVU.MOREX.r3.5HG0423060,Cluster 5
HORVU.MOREX.r3.5HG0423130,Cluster 5
HORVU.MOREX.r3.5HG0424560,Cluster 5
HORVU.MOREX.r3.5HG0424970,Cluster 5
HORVU.MOREX.r3.5HG0426220,Cluster 5
HORVU.MOREX.r3.5HG0426750,Cluster 5
HORVU.MOREX.r3.5HG0427730,Cluster 5
HORVU.MOREX.r3.5HG0428260,Cluster 5
HORVU.MOREX.r3.5HG0428660,Cluster 5
HORVU.MOREX.r3.5HG0429100,Cluster 5
HORVU.MOREX.r3.5HG0430130,Cluster 5
HORVU.MOREX.r3.5HG0430560,Cluster 5
HORVU.MOREX.r3.5HG0433130,Cluster 5
HORVU.MOREX.r3.5HG0433160,Cluster 5
HORVU.MOREX.r3.5HG0437580,Cluster 5
HORVU.MOREX.r3.5HG0438390,Cluster 5
HORVU.MOREX.r3.5HG0438650,Cluster 5
HORVU.MOREX.r3.5HG0438880,Cluster 5
HORVU.MOREX.r3.5HG0439080,Cluster 5
HORVU.MOREX.r3.5HG0440270,Cluster 5
HORVU.MOREX.r3.5HG0443240,Cluster 5
HORVU.MOREX.r3.5HG0443870,Cluster 5
HORVU.MOREX.r3.5HG0444080,Cluster 5
HORVU.MOREX.r3.5HG0444140,Cluster 5
HORVU.MOREX.r3.5HG0444200,Cluster 5
HORVU.MOREX.r3.5HG0444490,Cluster 5
HORVU.MOREX.r3.5HG0448660,Cluster 5
HORVU.MOREX.r3.5HG0458650,Cluster 5
HORVU.MOREX.r3.5HG0462580,Cluster 5
HORVU.MOREX.r3.5HG0463010,Cluster 5
HORVU.MOREX.r3.5HG0464600,Cluster 5
HORVU.MOREX.r3.5HG0464630,Cluster 5
HORVU.MOREX.r3.5HG0465530,Cluster 5
HORVU.MOREX.r3.5HG0466060,Cluster 5
HORVU.MOREX.r3.5HG0468580,Cluster 5
HORVU.MOREX.r3.5HG0470090,Cluster 5
HORVU.MOREX.r3.5HG0472680,Cluster 5
HORVU.MOREX.r3.5HG0472770,Cluster 5
HORVU.MOREX.r3.5HG0472960,Cluster 5
HORVU.MOREX.r3.5HG0473560,Cluster 5
HORVU.MOREX.r3.5HG0473580,Cluster 5
HORVU.MOREX.r3.5HG0473870,Cluster 5
HORVU.MOREX.r3.5HG0474290,Cluster 5
HORVU.MOREX.r3.5HG0474330,Cluster 5
HORVU.MOREX.r3.5HG0474380,Cluster 5
HORVU.MOREX.r3.5HG0474460,Cluster 5
HORVU.MOREX.r3.5HG0475950,Cluster 5
HORVU.MOREX.r3.5HG0476020,Cluster 5
HORVU.MOREX.r3.5HG0478650,Cluster 5
HORVU.MOREX.r3.5HG0478950,Cluster 5
HORVU.MOREX.r3.5HG0479070,Cluster 5
HORVU.MOREX.r3.5HG0479700,Cluster 5
HORVU.MOREX.r3.5HG0479990,Cluster 5
HORVU.MOREX.r3.5HG0480130,Cluster 5
HORVU.MOREX.r3.5HG0480170,Cluster 5
HORVU.MOREX.r3.5HG0480410,Cluster 5
HORVU.MOREX.r3.5HG0480600,Cluster 5
HORVU.MOREX.r3.5HG0480710,Cluster 5
HORVU.MOREX.r3.5HG0481130,Cluster 5
HORVU.MOREX.r3.5HG0481710,Cluster 5
HORVU.MOREX.r3.5HG0481790,Cluster 5
HORVU.MOREX.r3.5HG0481800,Cluster 5
HORVU.MOREX.r3.5HG0485130,Cluster 5
HORVU.MOREX.r3.5HG0485290,Cluster 5
HORVU.MOREX.r3.5HG0485530,Cluster 5
HORVU.MOREX.r3.5HG0485940,Cluster 5
HORVU.MOREX.r3.5HG0486090,Cluster 5
HORVU.MOREX.r3.5HG0486340,Cluster 5
HORVU.MOREX.r3.5HG0486800,Cluster 5
HORVU.MOREX.r3.5HG0486820,Cluster 5
HORVU.MOREX.r3.5HG0487110,Cluster 5
HORVU.MOREX.r3.5HG0488300,Cluster 5
HORVU.MOREX.r3.5HG0488940,Cluster 5
HORVU.MOREX.r3.5HG0488970,Cluster 5
HORVU.MOREX.r3.5HG0490470,Cluster 5
HORVU.MOREX.r3.5HG0490520,Cluster 5
HORVU.MOREX.r3.5HG0490790,Cluster 5
HORVU.MOREX.r3.5HG0491230,Cluster 5
HORVU.MOREX.r3.5HG0491360,Cluster 5
HORVU.MOREX.r3.5HG0492510,Cluster 5
HORVU.MOREX.r3.5HG0492730,Cluster 5
HORVU.MOREX.r3.5HG0494200,Cluster 5
HORVU.MOREX.r3.5HG0494900,Cluster 5
HORVU.MOREX.r3.5HG0495910,Cluster 5
HORVU.MOREX.r3.5HG0496820,Cluster 5
HORVU.MOREX.r3.5HG0497220,Cluster 5
HORVU.MOREX.r3.5HG0497670,Cluster 5
HORVU.MOREX.r3.5HG0497770,Cluster 5
HORVU.MOREX.r3.5HG0498970,Cluster 5
HORVU.MOREX.r3.5HG0499000,Cluster 5
HORVU.MOREX.r3.5HG0499010,Cluster 5
HORVU.MOREX.r3.5HG0499340,Cluster 5
HORVU.MOREX.r3.5HG0499590,Cluster 5
HORVU.MOREX.r3.5HG0500200,Cluster 5
HORVU.MOREX.r3.5HG0501350,Cluster 5
HORVU.MOREX.r3.5HG0504040,Cluster 5
HORVU.MOREX.r3.5HG0505950,Cluster 5
HORVU.MOREX.r3.5HG0507280,Cluster 5
HORVU.MOREX.r3.5HG0509200,Cluster 5
HORVU.MOREX.r3.5HG0509280,Cluster 5
HORVU.MOREX.r3.5HG0509430,Cluster 5
HORVU.MOREX.r3.5HG0510590,Cluster 5
HORVU.MOREX.r3.5HG0510650,Cluster 5
HORVU.MOREX.r3.5HG0511720,Cluster 5
HORVU.MOREX.r3.5HG0512410,Cluster 5
HORVU.MOREX.r3.5HG0513440,Cluster 5
HORVU.MOREX.r3.5HG0513780,Cluster 5
HORVU.MOREX.r3.5HG0514310,Cluster 5
HORVU.MOREX.r3.5HG0514340,Cluster 5
HORVU.MOREX.r3.5HG0514350,Cluster 5
HORVU.MOREX.r3.5HG0516270,Cluster 5
HORVU.MOREX.r3.5HG0516830,Cluster 5
HORVU.MOREX.r3.5HG0517170,Cluster 5
HORVU.MOREX.r3.5HG0517390,Cluster 5
HORVU.MOREX.r3.5HG0519270,Cluster 5
HORVU.MOREX.r3.5HG0519740,Cluster 5
HORVU.MOREX.r3.5HG0521630,Cluster 5
HORVU.MOREX.r3.5HG0524120,Cluster 5
HORVU.MOREX.r3.5HG0525030,Cluster 5
HORVU.MOREX.r3.5HG0525290,Cluster 5
HORVU.MOREX.r3.5HG0525300,Cluster 5
HORVU.MOREX.r3.5HG0525790,Cluster 5
HORVU.MOREX.r3.5HG0526030,Cluster 5
HORVU.MOREX.r3.5HG0526040,Cluster 5
HORVU.MOREX.r3.5HG0526050,Cluster 5
HORVU.MOREX.r3.5HG0526060,Cluster 5
HORVU.MOREX.r3.5HG0526280,Cluster 5
HORVU.MOREX.r3.5HG0527570,Cluster 5
HORVU.MOREX.r3.5HG0527890,Cluster 5
HORVU.MOREX.r3.5HG0528120,Cluster 5
HORVU.MOREX.r3.5HG0528570,Cluster 5
HORVU.MOREX.r3.5HG0528600,Cluster 5
HORVU.MOREX.r3.5HG0528610,Cluster 5
HORVU.MOREX.r3.5HG0529600,Cluster 5
HORVU.MOREX.r3.5HG0529880,Cluster 5
HORVU.MOREX.r3.5HG0530910,Cluster 5
HORVU.MOREX.r3.5HG0533430,Cluster 5
HORVU.MOREX.r3.5HG0533960,Cluster 5
HORVU.MOREX.r3.5HG0535960,Cluster 5
HORVU.MOREX.r3.5HG0536960,Cluster 5
HORVU.MOREX.r3.5HG0538180,Cluster 5
HORVU.MOREX.r3.6HG0540520,Cluster 5
HORVU.MOREX.r3.6HG0550760,Cluster 5
HORVU.MOREX.r3.6HG0550840,Cluster 5
HORVU.MOREX.r3.6HG0551140,Cluster 5
HORVU.MOREX.r3.6HG0551600,Cluster 5
HORVU.MOREX.r3.6HG0551770,Cluster 5
HORVU.MOREX.r3.6HG0554970,Cluster 5
HORVU.MOREX.r3.6HG0557290,Cluster 5
HORVU.MOREX.r3.6HG0557950,Cluster 5
HORVU.MOREX.r3.6HG0558330,Cluster 5
HORVU.MOREX.r3.6HG0558970,Cluster 5
HORVU.MOREX.r3.6HG0559530,Cluster 5
HORVU.MOREX.r3.6HG0560520,Cluster 5
HORVU.MOREX.r3.6HG0568170,Cluster 5
HORVU.MOREX.r3.6HG0570250,Cluster 5
HORVU.MOREX.r3.6HG0574850,Cluster 5
HORVU.MOREX.r3.6HG0575530,Cluster 5
HORVU.MOREX.r3.6HG0577760,Cluster 5
HORVU.MOREX.r3.6HG0578630,Cluster 5
HORVU.MOREX.r3.6HG0578690,Cluster 5
HORVU.MOREX.r3.6HG0578910,Cluster 5
HORVU.MOREX.r3.6HG0589780,Cluster 5
HORVU.MOREX.r3.6HG0591170,Cluster 5
HORVU.MOREX.r3.6HG0592430,Cluster 5
HORVU.MOREX.r3.6HG0592840,Cluster 5
HORVU.MOREX.r3.6HG0592970,Cluster 5
HORVU.MOREX.r3.6HG0595330,Cluster 5
HORVU.MOREX.r3.6HG0596420,Cluster 5
HORVU.MOREX.r3.6HG0596580,Cluster 5
HORVU.MOREX.r3.6HG0597040,Cluster 5
HORVU.MOREX.r3.6HG0598470,Cluster 5
HORVU.MOREX.r3.6HG0599330,Cluster 5
HORVU.MOREX.r3.6HG0600870,Cluster 5
HORVU.MOREX.r3.6HG0602880,Cluster 5
HORVU.MOREX.r3.6HG0604390,Cluster 5
HORVU.MOREX.r3.6HG0604610,Cluster 5
HORVU.MOREX.r3.6HG0605810,Cluster 5
HORVU.MOREX.r3.6HG0606430,Cluster 5
HORVU.MOREX.r3.6HG0607050,Cluster 5
HORVU.MOREX.r3.6HG0607560,Cluster 5
HORVU.MOREX.r3.6HG0607570,Cluster 5
HORVU.MOREX.r3.6HG0608960,Cluster 5
HORVU.MOREX.r3.6HG0608990,Cluster 5
HORVU.MOREX.r3.6HG0609190,Cluster 5
HORVU.MOREX.r3.6HG0609530,Cluster 5
HORVU.MOREX.r3.6HG0609830,Cluster 5
HORVU.MOREX.r3.6HG0611930,Cluster 5
HORVU.MOREX.r3.6HG0612510,Cluster 5
HORVU.MOREX.r3.6HG0613220,Cluster 5
HORVU.MOREX.r3.6HG0613490,Cluster 5
HORVU.MOREX.r3.6HG0613640,Cluster 5
HORVU.MOREX.r3.6HG0613690,Cluster 5
