Name,logFC,logCPM,pvalue,FDR
HORVU.MOREX.r3.6HG0569520,0.074755376,0.943128996,0.897236802,0.99971513
HORVU.MOREX.r3.7HG0692740,-0.033369907,5.253735217,0.897273908,0.99971513
HORVU.MOREX.r3.4HG0401980,0.036061428,7.565612453,0.897549263,0.99971513
HORVU.MOREX.r3.1HG0025960,0.035115183,7.214455965,0.897631252,0.99971513
HORVU.MOREX.r3.3HG0241720,0.037027956,7.950833518,0.897720188,0.99971513
HORVU.MOREX.r3.7HG0748510,-0.060001464,2.089918971,0.897728823,0.99971513
HORVU.MOREX.r3.4HG0391560,0.036858902,7.890887686,0.897743178,0.99971513
HORVU.MOREX.r3.1HG0075070,0.032804616,6.090884458,0.897922815,0.99971513
HORVU.MOREX.r3.4HG0393110,0.033567537,5.073551252,0.897950711,0.99971513
HORVU.MOREX.r3.2HG0122470,0.037418447,8.128372881,0.89795991,0.99971513
HORVU.MOREX.r3.6HG0573900,0.039751335,3.942427496,0.897960799,0.99971513
HORVU.MOREX.r3.2HG0124160,0.032801656,6.140198043,0.898087637,0.99971513
HORVU.MOREX.r3.2HG0130510,0.033035909,6.326299474,0.898103039,0.99971513
HORVU.MOREX.r3.6HG0599410,-0.032669373,6.01808602,0.898159908,0.99971513
HORVU.MOREX.r3.3HG0315180,0.049757337,2.955503026,0.898220364,0.99971513
HORVU.MOREX.r3.2HG0191430,-0.03745241,4.227650639,0.898275655,0.99971513
HORVU.MOREX.r3.7HG0736110,-0.055457477,2.433291197,0.898514722,0.99971513
HORVU.MOREX.r3.3HG0298080,0.033465274,5.03469791,0.898548506,0.99971513
HORVU.MOREX.r3.4HG0370780,-0.035093596,7.33335353,0.898579927,0.99971513
HORVU.MOREX.r3.1HG0090290,0.044049518,3.460227384,0.898610255,0.99971513
HORVU.MOREX.r3.6HG0572820,0.035456394,4.53347792,0.898653369,0.99971513
HORVU.MOREX.r3.4HG0377070,0.042854264,3.575896624,0.89868696,0.99971513
HORVU.MOREX.r3.3HG0220180,-0.072342299,1.040029294,0.898704018,0.99971513
HORVU.MOREX.r3.7HG0663440,0.032451644,5.594977938,0.898758919,0.99971513
HORVU.MOREX.r3.3HG0232990,0.032684107,5.369358008,0.898765808,0.99971513
HORVU.MOREX.r3.4HG0331750,-0.079986472,0.529130005,0.898770395,0.99971513
HORVU.MOREX.r3.1HG0078480,-0.043209659,3.521267618,0.899099247,0.99971513
HORVU.MOREX.r3.5HG0500680,-0.032254899,5.712699863,0.899195823,0.99971513
HORVU.MOREX.r3.3HG0293210,0.06176302,1.851101913,0.89927164,0.99971513
HORVU.MOREX.r3.5HG0464690,-0.044694632,3.357104015,0.899523127,0.99971513
HORVU.MOREX.r3.5HG0482550,0.033150226,5.024797726,0.899587842,0.99971513
HORVU.MOREX.r3.1HG0045770,0.078287581,0.589992347,0.899738886,0.99971513
HORVU.MOREX.r3.3HG0258850,0.041130453,3.701744346,0.899794195,0.99971513
HORVU.MOREX.r3.2HG0209160,0.048577835,2.984155872,0.899822596,0.99971513
HORVU.MOREX.r3.7HG0676220,0.033310091,6.776037104,0.899823574,0.99971513
HORVU.MOREX.r3.2HG0108130,0.043384805,3.471921764,0.899862764,0.99971513
HORVU.MOREX.r3.5HG0447690,0.032539653,5.241065624,0.899870222,0.99971513
HORVU.MOREX.r3.2HG0158760,-0.040167374,3.807421431,0.89987967,0.99971513
HORVU.MOREX.r3.5HG0526180,0.038064162,8.640485166,0.899917026,0.99971513
HORVU.MOREX.r3.3HG0247680,-0.047203843,3.105414976,0.899926229,0.99971513
HORVU.MOREX.r3.1HG0081620,0.06652364,1.415105949,0.899980717,0.99971513
HORVU.MOREX.r3.2HG0213950,-0.054545245,2.452563546,0.89998262,0.99971513
HORVU.MOREX.r3.7HG0721910,0.035234217,4.484501557,0.900027258,0.99971513
HORVU.MOREX.r3.3HG0271250,-0.033639724,6.950511228,0.900029305,0.99971513
HORVU.MOREX.r3.2HG0172110,0.033175693,6.757471852,0.900103,0.99971513
HORVU.MOREX.r3.2HG0156270,0.058873035,2.05561898,0.90020318,0.99971513
HORVU.MOREX.r3.1HG0057440,0.032151574,5.406908872,0.900244895,0.99971513
HORVU.MOREX.r3.6HG0616430,0.042647852,10.38895291,0.900334886,0.99971513
HORVU.MOREX.r3.2HG0182280,0.033726621,4.781551756,0.900340035,0.99971513
HORVU.MOREX.r3.7HG0639890,0.059001799,2.036514342,0.900388802,0.99971513
HORVU.MOREX.r3.4HG0365190,-0.040394535,3.757460917,0.900416842,0.99971513
HORVU.MOREX.r3.7HG0656090,-0.031845653,5.762295552,0.900455406,0.99971513
HORVU.MOREX.r3.7HG0648460,0.053578593,2.508264432,0.900562331,0.99971513
HORVU.MOREX.r3.2HG0168940,0.03183544,6.004964545,0.900723623,0.99971513
HORVU.MOREX.r3.6HG0623640,-0.032689723,6.626283491,0.90074694,0.99971513
HORVU.MOREX.r3.2HG0115460,-0.032623784,5.082276219,0.900749641,0.99971513
HORVU.MOREX.r3.2HG0189950,-0.074645742,0.774181028,0.900769913,0.99971513
HORVU.MOREX.r3.7HG0744750,0.032070849,5.341823379,0.900784125,0.99971513
HORVU.MOREX.r3.3HG0291710,0.032004406,6.209140491,0.900795455,0.99971513
HORVU.MOREX.r3.4HG0379520,0.048637499,2.939881517,0.900801031,0.99971513
HORVU.MOREX.r3.6HG0615100,-0.03210707,6.29404395,0.900810394,0.99971513
HORVU.MOREX.r3.5HG0526600,0.033188697,4.882723109,0.900831629,0.99971513
HORVU.MOREX.r3.1HG0078520,0.042483055,3.518428803,0.900853552,0.99971513
HORVU.MOREX.r3.5HG0447830,-0.032968538,4.940333658,0.900920652,0.99971513
HORVU.MOREX.r3.5HG0452840,0.036288737,4.227212136,0.901409562,0.99971513
HORVU.MOREX.r3.3HG0298170,-0.031914646,5.29054612,0.90151957,0.99971513
HORVU.MOREX.r3.4HG0370860,0.031836628,6.312114572,0.901708778,0.99971513
HORVU.MOREX.r3.3HG0324600,0.031717786,6.241665887,0.901784369,0.99971513
HORVU.MOREX.r3.3HG0320710,0.034117583,4.579531821,0.901814045,0.99971513
HORVU.MOREX.r3.2HG0100410,-0.033148638,4.794923975,0.901929766,0.99971513
HORVU.MOREX.r3.4HG0405350,-0.0332162,4.770438603,0.901988264,0.99971513
HORVU.MOREX.r3.6HG0607740,0.049371433,2.816868239,0.902036134,0.99971513
HORVU.MOREX.r3.1HG0092140,-0.03144304,5.506906483,0.902093101,0.99971513
HORVU.MOREX.r3.3HG0313020,-0.031334062,5.89965251,0.902103943,0.99971513
HORVU.MOREX.r3.3HG0301800,-0.031539231,5.40096128,0.902152799,0.99971513
HORVU.MOREX.r3.6HG0626650,-0.032763793,6.894825884,0.902238839,0.99971513
HORVU.MOREX.r3.7HG0732270,0.042611424,3.443240924,0.902265333,0.99971513
HORVU.MOREX.r3.3HG0254150,-0.032646933,6.848820597,0.902283566,0.99971513
HORVU.MOREX.r3.2HG0156390,0.031809891,6.436168146,0.902372704,0.99971513
HORVU.MOREX.r3.1HG0053610,-0.034105845,7.473973421,0.90242469,0.99971513
HORVU.MOREX.r3.6HG0632930,0.045492439,3.156473189,0.902454904,0.99971513
HORVU.MOREX.r3.3HG0231010,0.031226056,5.632458588,0.902496416,0.99971513
HORVU.MOREX.r3.7HG0747560,-0.031209688,5.644030128,0.902526911,0.99971513
HORVU.MOREX.r3.2HG0208270,-0.031871792,6.506684126,0.902547889,0.99971513
HORVU.MOREX.r3.3HG0285920,0.031969467,6.568421029,0.902583236,0.99971513
HORVU.MOREX.r3.5HG0481830,0.046116921,3.08622589,0.902635004,0.99971513
HORVU.MOREX.r3.7HG0740180,-0.036270294,4.161217579,0.902660146,0.99971513
HORVU.MOREX.r3.3HG0230520,0.054807607,2.294992005,0.902669557,0.99971513
HORVU.MOREX.r3.2HG0146930,-0.039519807,3.750312183,0.902675937,0.99971513
HORVU.MOREX.r3.5HG0527280,0.031126393,5.681331804,0.902725719,0.99971513
HORVU.MOREX.r3.7HG0686460,0.032198096,6.730860528,0.902860646,0.99971513
HORVU.MOREX.r3.2HG0161130,0.031054449,5.819513585,0.902927318,0.99971513
HORVU.MOREX.r3.6HG0577130,0.031093475,5.615667178,0.902930033,0.99971513
HORVU.MOREX.r3.2HG0179570,0.045965736,3.086275184,0.902999037,0.99971513
HORVU.MOREX.r3.2HG0099980,-0.04500443,3.174610768,0.902999198,0.99971513
HORVU.MOREX.r3.7HG0679180,-0.040450991,3.631531033,0.903080385,0.99971513
HORVU.MOREX.r3.4HG0367110,0.032689093,7.003381857,0.903204823,0.99971513
HORVU.MOREX.r3.1HG0018190,-0.038994761,9.488138373,0.903289797,0.99971513
HORVU.MOREX.r3.6HG0593920,0.032420583,6.901580746,0.903309007,0.99971513
HORVU.MOREX.r3.4HG0348680,0.06176175,1.630756738,0.903345754,0.99971513
HORVU.MOREX.r3.2HG0119040,-0.034288777,4.43963871,0.903354731,0.99971513
HORVU.MOREX.r3.2HG0135250,-0.031124312,5.41855579,0.903357858,0.99971513
HORVU.MOREX.r3.3HG0268620,0.031463403,5.182446335,0.903537634,0.99971513
HORVU.MOREX.r3.5HG0486650,-0.070038354,0.95678927,0.903550677,0.99971513
HORVU.MOREX.r3.3HG0240040,0.031391357,5.214987067,0.903551478,0.99971513
HORVU.MOREX.r3.3HG0287730,-0.036086281,8.41338865,0.903557103,0.99971513
HORVU.MOREX.r3.2HG0096800,0.072932396,0.73722795,0.903650113,0.99971513
HORVU.MOREX.r3.2HG0185050,-0.050031673,2.675299246,0.903720419,0.99971513
HORVU.MOREX.r3.1HG0002340,-0.041910937,3.449623637,0.903722852,0.99971513
HORVU.MOREX.r3.4HG0360670,-0.031153226,6.294704751,0.90374298,0.99971513
HORVU.MOREX.r3.4HG0357970,0.030896561,5.514831841,0.903759192,0.99971513
HORVU.MOREX.r3.4HG0417380,0.031142858,5.306476969,0.903800164,0.99971513
HORVU.MOREX.r3.5HG0527780,0.038550444,9.410430981,0.90388482,0.99971513
HORVU.MOREX.r3.6HG0615650,0.030925066,6.156295749,0.90394673,0.99971513
HORVU.MOREX.r3.3HG0293680,0.030941439,5.405960172,0.903976631,0.99971513
HORVU.MOREX.r3.6HG0632270,0.068056599,1.068013396,0.904099605,0.99971513
HORVU.MOREX.r3.4HG0393330,0.058082614,1.919667694,0.904102676,0.99971513
HORVU.MOREX.r3.3HG0224530,-0.030648527,5.757808997,0.90414991,0.99971513
HORVU.MOREX.r3.2HG0178550,-0.032065704,4.883219104,0.904168811,0.99971513
HORVU.MOREX.r3.5HG0454320,0.034070748,4.422152826,0.904254581,0.99971513
HORVU.MOREX.r3.4HG0399790,0.060803984,1.662614429,0.904293384,0.99971513
HORVU.MOREX.r3.7HG0752940,0.037088005,3.955163329,0.904522639,0.99971513
HORVU.MOREX.r3.1HG0090940,0.036541261,8.735529933,0.904540773,0.99971513
HORVU.MOREX.r3.7HG0724830,-0.035977783,8.516795396,0.904546671,0.99971513
HORVU.MOREX.r3.4HG0387300,-0.044376286,3.165165159,0.904639768,0.99971513
HORVU.MOREX.r3.3HG0266020,0.030504293,5.691698839,0.904656664,0.99971513
HORVU.MOREX.r3.5HG0421360,0.030676698,6.144486745,0.904668422,0.99971513
HORVU.MOREX.r3.6HG0551180,0.033422046,7.545454891,0.904872173,0.99971513
HORVU.MOREX.r3.4HG0394840,0.030531466,5.49538666,0.904940225,0.99971513
HORVU.MOREX.r3.7HG0664600,0.030429629,5.560699139,0.905084823,0.99971513
HORVU.MOREX.r3.3HG0250870,-0.033206797,4.527519935,0.905102716,0.99971513
HORVU.MOREX.r3.7HG0682160,-0.0304745,5.478174357,0.905173745,0.99971513
HORVU.MOREX.r3.5HG0464050,-0.04073737,3.503670436,0.905221909,0.99971513
HORVU.MOREX.r3.2HG0108190,0.030654793,5.320195985,0.905229877,0.99971513
HORVU.MOREX.r3.5HG0526850,-0.030679416,5.305511531,0.905245534,0.99971513
HORVU.MOREX.r3.4HG0380430,-0.035790791,4.087088954,0.905277013,0.99971513
HORVU.MOREX.r3.4HG0379250,-0.047053126,2.873590117,0.9054004,0.99971513
HORVU.MOREX.r3.7HG0675830,-0.067976414,0.997314803,0.905414105,0.99971513
HORVU.MOREX.r3.3HG0270100,-0.051585285,2.440160963,0.905475733,0.99971513
HORVU.MOREX.r3.7HG0636560,-0.037082122,3.907754652,0.905489538,0.99971513
HORVU.MOREX.r3.2HG0099160,-0.068412986,0.952638092,0.905507907,0.99971513
HORVU.MOREX.r3.7HG0712300,0.066031822,1.145308798,0.905573683,0.99971513
HORVU.MOREX.r3.2HG0217090,0.030523355,5.334339361,0.905598488,0.99971513
HORVU.MOREX.r3.2HG0205200,0.044855423,3.076336135,0.905601303,0.99971513
HORVU.MOREX.r3.5HG0508550,0.039590992,3.608132576,0.905633363,0.99971513
HORVU.MOREX.r3.6HG0615820,-0.034629452,4.240379282,0.905662291,0.99971513
HORVU.MOREX.r3.6HG0558440,0.033944864,4.340229871,0.905875955,0.99971513
HORVU.MOREX.r3.7HG0690810,0.030815333,5.102532127,0.906055302,0.99971513
HORVU.MOREX.r3.3HG0233150,-0.032828767,4.537789366,0.906062835,0.99971513
HORVU.MOREX.r3.5HG0457370,0.030866473,6.598604632,0.906102362,0.99971513
HORVU.MOREX.r3.1HG0019270,0.031938,4.734109305,0.906135513,0.99971513
HORVU.MOREX.r3.4HG0340610,0.032415163,4.611442754,0.906229516,0.99971513
HORVU.MOREX.r3.5HG0486330,0.030799825,5.077392108,0.906286511,0.99971513
HORVU.MOREX.r3.7HG0724790,-0.068541178,0.910167663,0.906321316,0.99971513
HORVU.MOREX.r3.1HG0094000,-0.030117985,6.136252412,0.906374233,0.99971513
HORVU.MOREX.r3.7HG0665480,-0.047831291,2.753880913,0.906391634,0.99971513
HORVU.MOREX.r3.1HG0044090,0.031573216,6.989938396,0.906404436,0.99971513
HORVU.MOREX.r3.4HG0383800,0.045052238,3.012851021,0.906459202,0.99971513
HORVU.MOREX.r3.7HG0697480,-0.032103349,7.231432618,0.9064896,0.99971513
HORVU.MOREX.r3.4HG0359590,0.037163915,3.844883007,0.906579441,0.99971513
HORVU.MOREX.r3.5HG0448120,-0.029873524,5.825149103,0.906601654,0.99971513
HORVU.MOREX.r3.5HG0536110,0.034819277,4.146945726,0.906773073,0.99971513
HORVU.MOREX.r3.2HG0200980,0.037876824,3.746731309,0.90679527,0.99971513
HORVU.MOREX.r3.7HG0718190,0.030515088,5.127694679,0.906812497,0.99971513
HORVU.MOREX.r3.7HG0740730,0.053282822,2.209669755,0.90686831,0.99971513
HORVU.MOREX.r3.2HG0180730,-0.029798655,5.873893195,0.906869295,0.99971513
HORVU.MOREX.r3.5HG0466890,0.051369016,2.392744454,0.906911415,0.99971513
HORVU.MOREX.r3.2HG0137390,-0.030071966,6.28781949,0.907035389,0.99971513
HORVU.MOREX.r3.4HG0408300,0.030384123,6.545822132,0.907277981,0.99971513
HORVU.MOREX.r3.6HG0543360,-0.056486284,1.883930495,0.907291895,0.99971513
HORVU.MOREX.r3.4HG0340180,-0.030143631,5.21313581,0.907387208,0.99971513
HORVU.MOREX.r3.3HG0304650,0.02971147,5.521963983,0.907420423,0.99971513
HORVU.MOREX.r3.5HG0533820,0.034071613,4.219460348,0.907514964,0.99971513
HORVU.MOREX.r3.7HG0672670,-0.034018415,8.178659358,0.907520989,0.99971513
HORVU.MOREX.r3.3HG0323430,-0.037180451,3.794692104,0.90753863,0.99971513
HORVU.MOREX.r3.5HG0420690,-0.035151392,4.054980276,0.907613719,0.99971513
HORVU.MOREX.r3.3HG0237910,0.039364387,3.534260345,0.907728416,0.99971513
HORVU.MOREX.r3.4HG0388950,-0.029514567,5.681553973,0.907748178,0.99971513
HORVU.MOREX.r3.6HG0565970,0.031455923,4.716366563,0.907756483,0.99971513
HORVU.MOREX.r3.4HG0349530,0.030451049,4.983084807,0.908106711,0.99971513
HORVU.MOREX.r3.7HG0670490,0.033473256,8.05837514,0.908206364,0.99971513
HORVU.MOREX.r3.5HG0444540,0.030129002,5.09409087,0.90821766,0.99971513
HORVU.MOREX.r3.7HG0689490,-0.033371504,4.290590778,0.908242109,0.99971513
HORVU.MOREX.r3.6HG0557750,-0.029686228,6.326134714,0.908378129,0.99971513
HORVU.MOREX.r3.2HG0188300,-0.029250383,5.716613947,0.908549834,0.99971513
HORVU.MOREX.r3.5HG0533800,-0.034516415,4.092153191,0.908602347,0.99971513
HORVU.MOREX.r3.3HG0248950,-0.050123619,2.420827514,0.90861549,0.99971513
HORVU.MOREX.r3.7HG0730110,-0.057360856,1.72464643,0.908626281,0.99971513
HORVU.MOREX.r3.1HG0053270,0.035599137,3.933969506,0.908736515,0.99971513
HORVU.MOREX.r3.5HG0534640,-0.029529591,5.309206335,0.908749718,0.99971513
HORVU.MOREX.r3.4HG0419450,-0.039083404,3.517788207,0.908769741,0.99971513
HORVU.MOREX.r3.5HG0509750,0.040524084,3.357915463,0.908869597,0.99971513
HORVU.MOREX.r3.7HG0709680,0.030075164,6.676822124,0.908934346,0.99971513
HORVU.MOREX.r3.7HG0678230,-0.029972329,5.033570921,0.90910973,0.99971513
HORVU.MOREX.r3.6HG0591470,-0.0350617,3.98327993,0.90916151,0.99971513
HORVU.MOREX.r3.7HG0704180,-0.029063678,5.902143562,0.909176008,0.99971513
HORVU.MOREX.r3.2HG0161720,-0.029729173,5.118341763,0.909219158,0.99971513
HORVU.MOREX.r3.7HG0636010,-0.050130639,2.387719285,0.909225296,0.99971513
HORVU.MOREX.r3.1HG0073250,0.032125189,4.4515255,0.909254141,0.99971513
HORVU.MOREX.r3.4HG0381960,-0.029158302,6.135895482,0.909340191,0.99971513
HORVU.MOREX.r3.4HG0333810,0.044068954,12.51746517,0.909374532,0.99971513
HORVU.MOREX.r3.3HG0287800,-0.028955945,5.902264016,0.909511473,0.99971513
HORVU.MOREX.r3.2HG0184320,0.028865688,5.549571981,0.909971995,0.99971513
HORVU.MOREX.r3.5HG0462870,0.054029558,1.95902638,0.910065091,0.99971513
HORVU.MOREX.r3.5HG0518900,0.059989042,1.389589005,0.910137991,0.99971513
HORVU.MOREX.r3.3HG0318400,-0.029384603,6.512770056,0.910148025,0.99971513
HORVU.MOREX.r3.5HG0485420,0.068233669,0.714703014,0.910362818,0.99971513
HORVU.MOREX.r3.4HG0372590,-0.028678569,5.657586901,0.910378688,0.99971513
HORVU.MOREX.r3.3HG0299570,0.030375756,4.762687361,0.910419085,0.99971513
HORVU.MOREX.r3.3HG0286290,0.035053978,3.917611632,0.910444879,0.99971513
HORVU.MOREX.r3.7HG0682930,-0.035939407,3.793665008,0.910615487,0.99971513
HORVU.MOREX.r3.5HG0522340,-0.036506681,3.720960665,0.910693388,0.99971513
HORVU.MOREX.r3.3HG0309520,0.028580648,5.635766376,0.910702667,0.99971513
HORVU.MOREX.r3.1HG0031450,0.028884297,5.3095749,0.910753101,0.99971513
HORVU.MOREX.r3.7HG0736140,0.044619693,2.847859934,0.910754683,0.99971513
HORVU.MOREX.r3.7HG0650290,0.035369317,9.245002445,0.91078477,0.99971513
HORVU.MOREX.r3.6HG0612700,-0.028711914,5.392437862,0.910894831,0.99971513
HORVU.MOREX.r3.2HG0169680,0.06125149,1.239286831,0.910895736,0.99971513
HORVU.MOREX.r3.1HG0053900,-0.031221522,4.517442106,0.910906144,0.99971513
HORVU.MOREX.r3.2HG0193410,-0.030476568,7.191279387,0.910938976,0.99971513
HORVU.MOREX.r3.2HG0161310,-0.030750423,4.619155764,0.910948854,0.99971513
HORVU.MOREX.r3.4HG0413660,0.031447569,4.463500565,0.910983455,0.99971513
HORVU.MOREX.r3.4HG0368010,0.031460173,4.456153719,0.911073836,0.99971513
HORVU.MOREX.r3.3HG0283120,0.028439636,5.956162079,0.911181743,0.99971513
HORVU.MOREX.r3.2HG0180380,0.055532048,1.737063206,0.911391654,0.99971513
HORVU.MOREX.r3.3HG0303270,0.028400872,6.01555499,0.911394664,0.99971513
HORVU.MOREX.r3.3HG0227860,0.031320573,7.65911596,0.911562661,0.99971513
HORVU.MOREX.r3.7HG0665880,-0.05244192,2.021745586,0.911662783,0.99971513
HORVU.MOREX.r3.2HG0186730,0.030419855,4.635042194,0.911732142,0.99971513
HORVU.MOREX.r3.1HG0073800,0.028265669,5.462392205,0.912064727,0.99971513
HORVU.MOREX.r3.5HG0490950,0.031753296,4.32998012,0.912108266,0.99971513
HORVU.MOREX.r3.5HG0515370,-0.040200042,3.235093704,0.912123517,0.99971513
HORVU.MOREX.r3.3HG0231000,-0.029861407,7.100197138,0.912149015,0.99971513
HORVU.MOREX.r3.2HG0198730,0.047999218,2.438009464,0.912173034,0.99971513
HORVU.MOREX.r3.6HG0618170,-0.030353687,7.333188545,0.912215877,0.99971513
HORVU.MOREX.r3.1HG0004540,0.051330423,2.099594371,0.912218226,0.99971513
HORVU.MOREX.r3.6HG0596780,0.053464105,1.880661531,0.91229019,0.99971513
HORVU.MOREX.r3.5HG0447100,-0.028044671,5.874484809,0.912329779,0.99971513
HORVU.MOREX.r3.1HG0019930,0.035341219,3.780719807,0.91238914,0.99971513
HORVU.MOREX.r3.6HG0552970,-0.035441381,3.761766206,0.912457889,0.99971513
HORVU.MOREX.r3.3HG0229720,0.042606975,2.955386284,0.912726672,0.99971513
HORVU.MOREX.r3.7HG0712650,0.049391447,2.259960001,0.91276482,0.99971513
HORVU.MOREX.r3.7HG0724770,-0.06938193,0.481307281,0.912877018,0.99971513
HORVU.MOREX.r3.6HG0568300,0.029236748,6.921573326,0.912881399,0.99971513
HORVU.MOREX.r3.6HG0556800,-0.041937009,3.012267715,0.912891399,0.99971513
HORVU.MOREX.r3.6HG0616480,-0.045169658,2.678655743,0.912918522,0.99971513
HORVU.MOREX.r3.6HG0541750,0.051401619,2.047309489,0.912957399,0.99971513
HORVU.MOREX.r3.3HG0284010,-0.032170012,4.197436342,0.913019799,0.99971513
HORVU.MOREX.r3.4HG0395830,-0.02887378,4.957036616,0.913063531,0.99971513
HORVU.MOREX.r3.1HG0044150,-0.028222118,5.250256623,0.913064535,0.99971513
HORVU.MOREX.r3.7HG0640580,-0.028291723,6.427601488,0.913090251,0.99971513
HORVU.MOREX.r3.1HG0027950,0.028962659,4.911759942,0.913163399,0.99971513
HORVU.MOREX.r3.6HG0601630,-0.029384051,7.040798524,0.913181719,0.99971513
HORVU.MOREX.r3.1HG0008980,-0.030936191,4.389842709,0.913413591,0.99971513
HORVU.MOREX.r3.7HG0701320,-0.0278364,5.428582557,0.913492237,0.99971513
HORVU.MOREX.r3.4HG0412380,-0.032229919,4.157684844,0.913503255,0.99971513
HORVU.MOREX.r3.6HG0546330,0.027603194,5.684245692,0.913701491,0.99971513
HORVU.MOREX.r3.5HG0430880,-0.028034737,5.229132752,0.913744015,0.99971513
HORVU.MOREX.r3.2HG0146900,-0.030571674,4.434495892,0.913881287,0.99971513
HORVU.MOREX.r3.3HG0220060,0.030583547,7.698534094,0.91388244,0.99971513
HORVU.MOREX.r3.7HG0698260,0.045116092,2.636875809,0.913883661,0.99971513
HORVU.MOREX.r3.7HG0707100,-0.064258629,0.806374434,0.913883724,0.99971513
HORVU.MOREX.r3.6HG0614620,0.029379743,7.164886195,0.913965816,0.99971513
HORVU.MOREX.r3.7HG0703220,-0.060664944,1.10135298,0.913978613,0.99971513
HORVU.MOREX.r3.3HG0289290,0.029322547,7.142705669,0.91399254,0.99971513
HORVU.MOREX.r3.3HG0241820,0.032229515,4.126633445,0.914027658,0.99971513
HORVU.MOREX.r3.5HG0471380,-0.03126139,4.286442875,0.914096892,0.99971513
HORVU.MOREX.r3.2HG0099140,-0.054156064,1.693525842,0.914218424,0.99971513
HORVU.MOREX.r3.1HG0019980,-0.02740557,5.768201887,0.914266723,0.99971513
HORVU.MOREX.r3.5HG0466010,-0.027569482,6.16419011,0.914338183,0.99971513
HORVU.MOREX.r3.7HG0734400,0.046217278,2.488426828,0.914505253,0.99971513
HORVU.MOREX.r3.2HG0200320,0.029355647,4.644951269,0.914702582,0.99971513
HORVU.MOREX.r3.5HG0428580,-0.062022884,0.924776276,0.914725514,0.99971513
HORVU.MOREX.r3.2HG0102660,0.050103736,2.073260025,0.914725712,0.99971513
HORVU.MOREX.r3.2HG0180110,0.043813406,2.727416272,0.914734701,0.99971513
HORVU.MOREX.r3.6HG0597790,0.030224869,4.441055624,0.914748607,0.99971513
HORVU.MOREX.r3.3HG0291490,-0.058875946,1.208585883,0.91476019,0.99971513
HORVU.MOREX.r3.2HG0217050,0.036076194,3.56210796,0.914916427,0.99971513
HORVU.MOREX.r3.4HG0396220,0.027338012,5.4698318,0.914930191,0.99971513
HORVU.MOREX.r3.4HG0370380,-0.031914839,4.123205651,0.914936012,0.99971513
HORVU.MOREX.r3.1HG0027640,0.02851177,4.852022249,0.915037599,0.99971513
HORVU.MOREX.r3.7HG0715820,-0.028723399,7.051613589,0.915188783,0.99971513
HORVU.MOREX.r3.7HG0705260,-0.031585157,4.158103482,0.915225496,0.99971513
HORVU.MOREX.r3.6HG0623990,0.043822066,2.683804911,0.915481392,0.99971513
HORVU.MOREX.r3.4HG0393590,-0.034118103,3.773402721,0.915546062,0.99971513
HORVU.MOREX.r3.1HG0057520,-0.027356684,6.343061535,0.915602334,0.99971513
HORVU.MOREX.r3.1HG0015270,0.032469376,3.992109751,0.915682838,0.99971513
HORVU.MOREX.r3.6HG0591720,0.026961947,5.872559909,0.915695495,0.99971513
HORVU.MOREX.r3.1HG0019240,0.026947785,5.858403402,0.915726444,0.99971513
HORVU.MOREX.r3.5HG0500220,0.027530277,5.153030468,0.915729276,0.99971513
HORVU.MOREX.r3.7HG0680710,0.030214911,4.366432025,0.915801126,0.99971513
HORVU.MOREX.r3.1HG0083690,0.049860655,2.033388501,0.915813661,0.99971513
HORVU.MOREX.r3.5HG0466780,-0.027537212,6.525979558,0.915836704,0.99971513
