Name,logFC,logCPM,pvalue,FDR
HORVU.MOREX.r3.5HG0471050,-1.092772025,5.559810995,2.41E-05,0.001270514
HORVU.MOREX.r3.3HG0313560,2.034327524,2.23350365,2.43E-05,0.001278751
HORVU.MOREX.r3.5HG0525180,1.10218583,5.280463829,2.55E-05,0.001337821
HORVU.MOREX.r3.4HG0412610,-1.100793556,5.26752584,2.64E-05,0.001379671
HORVU.MOREX.r3.3HG0233040,1.275083295,4.149028026,2.69E-05,0.001402003
HORVU.MOREX.r3.4HG0334010,1.085538278,5.539385637,2.74E-05,0.001422947
HORVU.MOREX.r3.2HG0099640,1.162446487,4.677408566,2.83E-05,0.00146382
HORVU.MOREX.r3.5HG0481730,1.254427728,4.212288759,2.86E-05,0.00147637
HORVU.MOREX.r3.1HG0056490,1.200111289,4.460488098,2.88E-05,0.001481344
HORVU.MOREX.r3.2HG0187880,-2.334939282,1.569384611,2.94E-05,0.001504214
HORVU.MOREX.r3.2HG0102500,-1.084419174,6.1664269,2.96E-05,0.001510388
HORVU.MOREX.r3.4HG0383900,1.080338029,6.050942881,2.98E-05,0.001516147
HORVU.MOREX.r3.4HG0337000,1.144519023,7.107236274,3.05E-05,0.001547547
HORVU.MOREX.r3.6HG0574410,1.084013,6.236813906,3.12E-05,0.001580414
HORVU.MOREX.r3.7HG0656670,1.150302325,7.209492915,3.19E-05,0.001608407
HORVU.MOREX.r3.6HG0574360,1.081561479,5.404796276,3.20E-05,0.001608407
HORVU.MOREX.r3.1HG0089070,1.552426493,3.272681454,3.27E-05,0.001638252
HORVU.MOREX.r3.1HG0051910,1.069974429,6.02187736,3.50E-05,0.001747299
HORVU.MOREX.r3.3HG0294340,1.29867064,3.960194733,3.91E-05,0.001945372
HORVU.MOREX.r3.7HG0731730,1.168391508,7.574558806,3.92E-05,0.001946564
HORVU.MOREX.r3.7HG0664700,1.06061069,5.588553287,4.07E-05,0.002013186
HORVU.MOREX.r3.1HG0066180,-1.118439179,4.809614921,4.08E-05,0.002013186
HORVU.MOREX.r3.7HG0664780,1.667613773,2.918616078,4.30E-05,0.002115745
HORVU.MOREX.r3.6HG0574110,1.382888237,3.661413899,4.43E-05,0.002166678
HORVU.MOREX.r3.5HG0536910,1.054128173,5.961409271,4.44E-05,0.002166678
HORVU.MOREX.r3.4HG0333190,-1.091818195,4.989509654,4.45E-05,0.002168992
HORVU.MOREX.r3.7HG0669290,2.422127147,1.298650985,4.48E-05,0.00217725
HORVU.MOREX.r3.2HG0198540,1.826429348,2.538436406,4.51E-05,0.002183057
HORVU.MOREX.r3.2HG0110850,1.058562199,5.411895603,4.61E-05,0.002222563
HORVU.MOREX.r3.6HG0553820,1.139680249,7.370538469,4.62E-05,0.002222563
HORVU.MOREX.r3.6HG0603650,2.089983333,1.933740946,4.69E-05,0.002241878
HORVU.MOREX.r3.7HG0648120,1.199703889,4.296839128,4.69E-05,0.002241878
HORVU.MOREX.r3.3HG0302620,1.05794385,5.401999035,4.70E-05,0.002241878
HORVU.MOREX.r3.1HG0040570,-1.316652941,3.844832977,4.81E-05,0.002285602
HORVU.MOREX.r3.5HG0482670,-1.090588415,4.942667344,4.89E-05,0.002317685
HORVU.MOREX.r3.5HG0448210,1.128037914,4.655323095,5.05E-05,0.002384281
HORVU.MOREX.r3.7HG0665750,-1.059690124,5.278115411,5.07E-05,0.002386866
HORVU.MOREX.r3.3HG0253860,-1.309792265,3.842705414,5.25E-05,0.002464145
HORVU.MOREX.r3.6HG0616980,2.500637973,1.107780934,5.66E-05,0.002649744
HORVU.MOREX.r3.7HG0669750,1.085962733,4.901955975,5.69E-05,0.002656853
HORVU.MOREX.r3.2HG0209260,-1.144416023,4.499620395,5.77E-05,0.002685204
HORVU.MOREX.r3.6HG0618650,1.112116187,4.685180717,5.85E-05,0.002716043
HORVU.MOREX.r3.5HG0433150,2.206066816,1.615675731,6.04E-05,0.002789383
HORVU.MOREX.r3.7HG0728850,-1.54607312,3.133014145,6.05E-05,0.002789383
HORVU.MOREX.r3.3HG0298790,1.074325262,6.79658679,6.18E-05,0.002838472
HORVU.MOREX.r3.7HG0662060,-1.259978533,3.973849263,6.19E-05,0.002838472
HORVU.MOREX.r3.2HG0122480,1.27545415,3.914235881,6.31E-05,0.002886978
HORVU.MOREX.r3.1HG0055890,1.230066153,8.665073417,6.41E-05,0.00291751
HORVU.MOREX.r3.2HG0161380,-1.035114089,5.486005254,6.42E-05,0.00291751
HORVU.MOREX.r3.1HG0073870,-1.031624938,5.565104697,6.48E-05,0.002932147
HORVU.MOREX.r3.2HG0212970,1.544946906,3.124165476,6.49E-05,0.002932147
HORVU.MOREX.r3.7HG0642890,-1.295385419,3.82640981,6.65E-05,0.002998399
HORVU.MOREX.r3.4HG0344370,-2.103554839,1.789093619,6.69E-05,0.00300603
HORVU.MOREX.r3.7HG0683070,1.055602816,6.607891487,6.77E-05,0.00303207
HORVU.MOREX.r3.4HG0396540,1.040527596,5.273564159,6.94E-05,0.003099937
HORVU.MOREX.r3.2HG0208650,1.094476667,4.730862674,6.99E-05,0.003116763
HORVU.MOREX.r3.5HG0526110,1.665263626,2.794114817,7.21E-05,0.003202582
HORVU.MOREX.r3.2HG0186540,1.099377664,4.660432644,7.51E-05,0.003327156
HORVU.MOREX.r3.6HG0628070,1.044473139,5.137954281,7.57E-05,0.003344655
HORVU.MOREX.r3.1HG0064880,1.072627623,4.844052904,7.70E-05,0.003391358
HORVU.MOREX.r3.1HG0051870,1.026861941,6.217552628,7.72E-05,0.003394407
HORVU.MOREX.r3.1HG0047110,1.016725909,5.797929873,7.91E-05,0.003464886
HORVU.MOREX.r3.6HG0602910,1.031322772,6.378664726,8.04E-05,0.003515095
HORVU.MOREX.r3.6HG0541050,-1.241115147,3.963397968,8.15E-05,0.003551496
HORVU.MOREX.r3.3HG0241690,-1.916655131,2.144002141,8.39E-05,0.003644786
HORVU.MOREX.r3.2HG0109340,1.015578959,6.041655298,8.46E-05,0.003664589
HORVU.MOREX.r3.5HG0436160,-1.340446305,3.615482951,8.51E-05,0.003676376
HORVU.MOREX.r3.3HG0229400,1.49182074,3.188207749,8.65E-05,0.00372937
HORVU.MOREX.r3.4HG0405370,-1.239971983,3.948225442,8.71E-05,0.003742485
HORVU.MOREX.r3.5HG0440860,-1.015178078,5.489905351,8.77E-05,0.00375882
HORVU.MOREX.r3.3HG0247120,1.173134281,4.209469043,8.84E-05,0.003779028
HORVU.MOREX.r3.1HG0089440,1.009315133,5.816174586,8.87E-05,0.003780501
HORVU.MOREX.r3.2HG0192890,-1.234873767,3.95621705,8.89E-05,0.003780878
HORVU.MOREX.r3.1HG0091980,1.008409475,5.811785434,9.03E-05,0.003829117
HORVU.MOREX.r3.3HG0236310,1.097085693,4.592357185,9.09E-05,0.003842706
HORVU.MOREX.r3.3HG0302610,1.941323543,2.067590435,9.12E-05,0.003845266
HORVU.MOREX.r3.1HG0038590,1.170369916,8.352618543,9.87E-05,0.004145615
HORVU.MOREX.r3.5HG0433130,1.292867892,3.732672424,9.88E-05,0.004145615
HORVU.MOREX.r3.5HG0520260,-1.233963311,3.929894793,9.94E-05,0.004157183
HORVU.MOREX.r3.2HG0200920,1.568895419,2.934798754,0.000103429,0.004315742
HORVU.MOREX.r3.2HG0139380,-1.289722098,3.721116054,0.000104829,0.004362623
HORVU.MOREX.r3.3HG0321630,2.258931063,1.328504803,0.000107406,0.004458049
HORVU.MOREX.r3.4HG0415460,1.004007925,5.412873981,0.000109455,0.004531137
HORVU.MOREX.r3.6HG0616340,0.998444092,5.466214681,0.000115098,0.004752256
HORVU.MOREX.r3.1HG0073940,1.11646292,7.86338838,0.000117116,0.004804714
HORVU.MOREX.r3.7HG0709440,1.225497864,3.910810943,0.000117217,0.004804714
HORVU.MOREX.r3.1HG0077190,1.08225657,7.446878024,0.000117285,0.004804714
HORVU.MOREX.r3.4HG0380120,0.998195627,5.407859879,0.000119015,0.004862939
HORVU.MOREX.r3.7HG0740500,-1.031648611,4.938765974,0.000120418,0.004907493
HORVU.MOREX.r3.5HG0479820,2.264975975,1.293452083,0.000121069,0.004921302
HORVU.MOREX.r3.2HG0171680,1.023363061,6.703673304,0.000121545,0.004927879
HORVU.MOREX.r3.6HG0609420,1.162377478,4.143569235,0.000124044,0.005016284
HORVU.MOREX.r3.6HG0617010,1.01731079,5.055562374,0.000126706,0.005110813
HORVU.MOREX.r3.7HG0742700,0.986567098,5.70528586,0.000127606,0.005133939
HORVU.MOREX.r3.1HG0089690,1.981608384,1.864357338,0.000128439,0.00515429
HORVU.MOREX.r3.7HG0742210,0.989586652,6.09065544,0.000129048,0.005165536
HORVU.MOREX.r3.4HG0347570,-0.991518981,6.217538204,0.000133113,0.005311255
HORVU.MOREX.r3.5HG0483990,-1.034659207,4.852275823,0.000133364,0.005311255
HORVU.MOREX.r3.2HG0127480,1.779212808,2.322171413,0.000134607,0.005347237
HORVU.MOREX.r3.3HG0299690,1.169379972,4.086054156,0.000135639,0.005374644
HORVU.MOREX.r3.3HG0277690,-1.16396431,4.100995759,0.000138266,0.005464999
HORVU.MOREX.r3.4HG0412340,1.013899025,6.700411298,0.000139478,0.005499084
HORVU.MOREX.r3.2HG0127410,-0.980947366,5.588532169,0.000143184,0.00563106
HORVU.MOREX.r3.2HG0140290,0.998479283,6.49358464,0.000145714,0.005716263
HORVU.MOREX.r3.4HG0399700,0.983338306,5.434271556,0.000147705,0.005779968
HORVU.MOREX.r3.7HG0653260,0.997437981,6.500434542,0.00014899,0.005815797
HORVU.MOREX.r3.3HG0227400,-1.044259321,7.21000909,0.00015406,0.005998809
HORVU.MOREX.r3.2HG0208660,1.056102846,7.423624232,0.000165032,0.006410187
HORVU.MOREX.r3.2HG0210780,-0.976161314,5.35186543,0.000173173,0.006709798
HORVU.MOREX.r3.1HG0069640,1.772545366,2.266126377,0.000174063,0.006727733
HORVU.MOREX.r3.1HG0015520,0.99495937,5.032791037,0.000181533,0.006999244
HORVU.MOREX.r3.4HG0395580,-1.343570892,3.398547632,0.000182095,0.007003762
HORVU.MOREX.r3.2HG0212850,1.145119819,4.086823683,0.000183018,0.007010954
HORVU.MOREX.r3.5HG0505950,0.985625962,5.140918703,0.000183173,0.007010954
HORVU.MOREX.r3.6HG0614080,2.016680643,1.658235064,0.000187413,0.007155798
HORVU.MOREX.r3.4HG0410030,2.004101645,1.668002496,0.000190735,0.007258742
HORVU.MOREX.r3.7HG0702660,-1.694299932,2.429440539,0.000191032,0.007258742
HORVU.MOREX.r3.5HG0522100,1.026793088,7.188380622,0.000192484,0.007296312
HORVU.MOREX.r3.2HG0177660,1.007444851,4.855409335,0.000196411,0.007411584
HORVU.MOREX.r3.3HG0233030,1.120092314,4.173894323,0.000196468,0.007411584
HORVU.MOREX.r3.5HG0487460,-1.011694504,4.813613157,0.000197737,0.007441645
HORVU.MOREX.r3.2HG0191260,-0.983737473,5.082802295,0.000200648,0.007533159
HORVU.MOREX.r3.3HG0236750,0.986370908,5.042483732,0.000202883,0.007598933
HORVU.MOREX.r3.7HG0690270,-0.955391316,5.682834013,0.00020521,0.00766783
HORVU.MOREX.r3.4HG0412490,1.080256949,7.9356098,0.000206798,0.007708872
HORVU.MOREX.r3.2HG0194350,1.497732032,2.912704639,0.000218851,0.00813887
HORVU.MOREX.r3.4HG0343130,1.080764245,4.318288985,0.00022172,0.00822611
HORVU.MOREX.r3.5HG0486440,0.948415953,5.825008176,0.000226158,0.00837105
HORVU.MOREX.r3.3HG0266950,1.016271751,7.206026097,0.00022747,0.008399819
HORVU.MOREX.r3.7HG0718770,1.135552913,4.051732962,0.000230868,0.008505339
HORVU.MOREX.r3.6HG0543150,0.957878421,5.3102685,0.000236272,0.008677112
HORVU.MOREX.r3.7HG0732710,1.530648824,2.801342007,0.000236633,0.008677112
HORVU.MOREX.r3.2HG0186080,1.318140009,3.404867729,0.000238614,0.008729401
HORVU.MOREX.r3.2HG0113890,1.621918152,2.549656184,0.000243754,0.008896756
HORVU.MOREX.r3.1HG0019970,1.083484123,4.266986332,0.000245044,0.008912372
HORVU.MOREX.r3.1HG0067870,0.94823147,5.47519764,0.000245315,0.008912372
HORVU.MOREX.r3.1HG0039240,-0.969688111,5.074900352,0.000247739,0.00897968
HORVU.MOREX.r3.1HG0080760,2.142076683,1.295888806,0.000250893,0.009073107
HORVU.MOREX.r3.6HG0614660,-1.510864166,2.831619554,0.000252954,0.009126643
HORVU.MOREX.r3.5HG0443280,-1.042144298,4.472700909,0.000254677,0.009167798
HORVU.MOREX.r3.1HG0076550,0.942170725,5.601461008,0.000255438,0.009174201
HORVU.MOREX.r3.3HG0319710,1.296920416,3.439850159,0.000261352,0.009335786
HORVU.MOREX.r3.2HG0182020,1.055684323,4.385221877,0.000261398,0.009335786
HORVU.MOREX.r3.4HG0396130,1.073115451,8.07174662,0.000261718,0.009335786
HORVU.MOREX.r3.5HG0491450,-1.042657729,4.454301022,0.000263143,0.009365378
HORVU.MOREX.r3.7HG0709950,1.765930252,2.139922821,0.000265817,0.009439197
HORVU.MOREX.r3.6HG0575580,1.692726781,2.324122457,0.000267519,0.009478249
HORVU.MOREX.r3.5HG0508440,0.94833698,6.334214543,0.00027347,0.009667324
HORVU.MOREX.r3.7HG0668040,1.101834026,4.132555991,0.000277973,0.009804453
HORVU.MOREX.r3.3HG0225490,1.537694018,2.722331921,0.000282598,0.009945287
HORVU.MOREX.r3.4HG0376960,-1.043715296,4.409031767,0.000286616,0.010053673
HORVU.MOREX.r3.7HG0643120,1.905090781,1.757878826,0.000286956,0.010053673
HORVU.MOREX.r3.3HG0284740,-0.93189348,5.801161126,0.00028891,0.010099661
HORVU.MOREX.r3.6HG0542030,-1.367815273,3.189165658,0.00029273,0.010210489
HORVU.MOREX.r3.6HG0622920,1.218778273,9.992771147,0.000295205,0.010261545
HORVU.MOREX.r3.1HG0089620,2.211080382,1.09167172,0.000296112,0.010261545
HORVU.MOREX.r3.2HG0119830,1.482135446,2.861455486,0.00029615,0.010261545
HORVU.MOREX.r3.4HG0392530,1.588644163,2.570430504,0.000297116,0.010272386
HORVU.MOREX.r3.4HG0405920,-1.259556935,3.51638771,0.000299656,0.010337459
HORVU.MOREX.r3.6HG0574180,1.583307148,2.580276031,0.000303115,0.010433932
HORVU.MOREX.r3.7HG0650970,1.575081873,2.594980301,0.000306341,0.010521955
HORVU.MOREX.r3.1HG0017620,-0.992621169,4.697896098,0.000314551,0.010780393
HORVU.MOREX.r3.7HG0742800,0.926288915,5.876909451,0.000315993,0.010806257
HORVU.MOREX.r3.4HG0391580,-0.925245302,5.816412289,0.000319126,0.010889758
HORVU.MOREX.r3.7HG0649250,-1.278973497,3.432277782,0.000323096,0.011001336
HORVU.MOREX.r3.2HG0122190,1.727349667,2.165524305,0.000325888,0.011072438
HORVU.MOREX.r3.5HG0429040,1.700659563,2.233966376,0.000327565,0.011105453
HORVU.MOREX.r3.2HG0188710,2.000374654,1.481692377,0.000335565,0.011328059
HORVU.MOREX.r3.1HG0062140,-1.956079341,1.575753603,0.000335572,0.011328059
HORVU.MOREX.r3.5HG0517250,2.107541052,1.249950023,0.000338739,0.011386195
HORVU.MOREX.r3.5HG0510240,1.062131492,4.246423892,0.000338741,0.011386195
HORVU.MOREX.r3.2HG0190600,2.104666603,1.248316662,0.000345911,0.011602395
HORVU.MOREX.r3.2HG0156430,-0.950692443,6.699058739,0.000348199,0.011654283
HORVU.MOREX.r3.5HG0446040,-1.296916708,3.351441799,0.000349898,0.01168628
HORVU.MOREX.r3.4HG0398060,0.940566928,6.562379232,0.000359038,0.011966151
HORVU.MOREX.r3.2HG0122530,-1.623298516,2.40142452,0.00036097,0.012005124
HORVU.MOREX.r3.7HG0724480,1.424605221,2.960670032,0.00036321,0.012054139
HORVU.MOREX.r3.6HG0607680,1.342035047,3.203339059,0.00036432,0.012065501
HORVU.MOREX.r3.2HG0191770,0.921634888,6.166398598,0.000367673,0.012150984
HORVU.MOREX.r3.2HG0173380,-1.622379732,2.388016728,0.000372172,0.012273874
HORVU.MOREX.r3.3HG0239980,0.914078065,5.848109273,0.000376446,0.012372973
HORVU.MOREX.r3.7HG0750360,-1.002870939,4.532876451,0.00037675,0.012372973
HORVU.MOREX.r3.5HG0490260,1.015491124,4.445644389,0.000381439,0.012500876
HORVU.MOREX.r3.5HG0480150,1.627111282,2.368461921,0.000391941,0.012818346
HORVU.MOREX.r3.2HG0140050,-0.940481591,5.028653509,0.000396293,0.012933776
HORVU.MOREX.r3.2HG0133750,-1.947384621,1.524536873,0.000397186,0.012936107
HORVU.MOREX.r3.2HG0114150,0.91079337,5.610159638,0.000403114,0.013102025
HORVU.MOREX.r3.2HG0162320,0.919117113,6.301678218,0.000408309,0.013243516
HORVU.MOREX.r3.6HG0614350,-1.845453661,1.761529616,0.000412948,0.013366445
HORVU.MOREX.r3.2HG0199560,0.906717732,5.817977189,0.00041861,0.013521885
HORVU.MOREX.r3.4HG0412120,0.91474342,6.233884562,0.000419726,0.013530135
HORVU.MOREX.r3.5HG0423060,-0.9489202,4.876855506,0.000425133,0.013676408
HORVU.MOREX.r3.2HG0205260,1.804937358,1.858191229,0.000431072,0.013839166
HORVU.MOREX.r3.6HG0620200,0.930292905,6.624754712,0.000436463,0.013959548
HORVU.MOREX.r3.1HG0009460,0.963462478,7.134161982,0.000436596,0.013959548
HORVU.MOREX.r3.5HG0514220,1.18424149,3.651608928,0.000443091,0.01411869
HORVU.MOREX.r3.6HG0577300,0.914555196,5.299653311,0.000443369,0.01411869
HORVU.MOREX.r3.7HG0715110,1.265367166,3.370001477,0.000446172,0.014179241
HORVU.MOREX.r3.1HG0012250,0.942862656,6.876964041,0.00045388,0.01439514
HORVU.MOREX.r3.3HG0308290,0.907110153,6.200913786,0.000461061,0.014577648
HORVU.MOREX.r3.4HG0340410,-1.181520374,3.645592906,0.000461488,0.014577648
HORVU.MOREX.r3.4HG0411730,0.911804529,5.295345934,0.000463819,0.014607771
HORVU.MOREX.r3.5HG0475370,-1.630200697,2.295068673,0.000464571,0.014607771
HORVU.MOREX.r3.7HG0727070,2.064026151,1.223657449,0.000466129,0.014607771
HORVU.MOREX.r3.7HG0692610,-0.899190528,5.819570222,0.000466156,0.014607771
HORVU.MOREX.r3.7HG0635380,1.048976732,4.178789783,0.000469257,0.014675711
HORVU.MOREX.r3.1HG0021350,0.92856065,5.022817014,0.000472425,0.014740117
HORVU.MOREX.r3.6HG0591220,-0.900444044,5.56231445,0.0004736,0.014740117
HORVU.MOREX.r3.2HG0128980,1.025070462,4.293817308,0.000474127,0.014740117
HORVU.MOREX.r3.2HG0196470,-0.908450829,6.303987581,0.000476259,0.014774985
HORVU.MOREX.r3.4HG0397090,1.090406239,3.982886847,0.000477127,0.014774985
HORVU.MOREX.r3.5HG0463440,1.121600519,3.854253339,0.000482748,0.014876076
HORVU.MOREX.r3.2HG0198490,1.740162524,1.984796426,0.000482858,0.014876076
HORVU.MOREX.r3.4HG0358180,0.933182515,6.796283415,0.000483229,0.014876076
HORVU.MOREX.r3.2HG0209220,-0.897814354,5.616052219,0.000484487,0.014885665
HORVU.MOREX.r3.6HG0542970,-2.037961289,1.247220005,0.000486705,0.014924684
HORVU.MOREX.r3.2HG0190670,-1.140085845,3.76901706,0.000496455,0.01519402
HORVU.MOREX.r3.2HG0099170,1.603574178,2.345715907,0.000499199,0.015248363
HORVU.MOREX.r3.5HG0443160,-0.985476968,4.500189399,0.000501177,0.01525448
HORVU.MOREX.r3.4HG0380970,-1.095523007,3.944747746,0.000501339,0.01525448
HORVU.MOREX.r3.7HG0642300,0.995421971,4.424753376,0.000516765,0.015644266
HORVU.MOREX.r3.1HG0059670,-1.306111086,3.19628241,0.000516958,0.015644266
HORVU.MOREX.r3.1HG0074350,0.95755144,7.226672452,0.000517133,0.015644266
HORVU.MOREX.r3.2HG0163750,0.891491132,5.696907484,0.000523891,0.015818294
HORVU.MOREX.r3.4HG0390400,0.98081841,7.572358875,0.000527795,0.015905632
HORVU.MOREX.r3.5HG0502720,-1.057488116,4.084152126,0.000529845,0.015936875
HORVU.MOREX.r3.3HG0241000,0.935270949,6.950555836,0.000538361,0.016162128
HORVU.MOREX.r3.2HG0118580,1.841404608,1.676330146,0.000545219,0.016336827
HORVU.MOREX.r3.3HG0316890,-2.276036385,0.747736797,0.000546266,0.016337081
HORVU.MOREX.r3.3HG0297620,0.896461015,5.366997903,0.000547866,0.016353856
HORVU.MOREX.r3.7HG0683800,0.926863832,4.900949781,0.000564387,0.016815095
HORVU.MOREX.r3.6HG0621560,-1.360929997,2.998089674,0.000568085,0.01689329
HORVU.MOREX.r3.4HG0411020,-1.317995432,3.127506016,0.000573472,0.0170213
HORVU.MOREX.r3.3HG0304380,1.051464995,8.627111618,0.000582916,0.017269013
HORVU.MOREX.r3.2HG0165730,-1.432589339,2.770761108,0.000590828,0.017470518
HORVU.MOREX.r3.1HG0080860,-1.166700208,3.606729884,0.000601895,0.017764364
HORVU.MOREX.r3.5HG0461160,0.968155352,4.518684803,0.00060452,0.017808426
HORVU.MOREX.r3.4HG0400580,0.890225614,5.339329079,0.000606898,0.017841793
HORVU.MOREX.r3.3HG0237390,0.899892067,6.502106238,0.000607921,0.017841793
HORVU.MOREX.r3.4HG0387540,0.935833359,4.750789441,0.000619097,0.018113088
HORVU.MOREX.r3.7HG0635330,-1.586543458,2.305650901,0.000619467,0.018113088
HORVU.MOREX.r3.5HG0464590,1.373128099,2.931555978,0.000621878,0.018148537
HORVU.MOREX.r3.1HG0095200,-0.948062407,7.297661699,0.000624439,0.018148537
HORVU.MOREX.r3.4HG0381750,0.921512609,4.87639336,0.000624908,0.018148537
HORVU.MOREX.r3.6HG0615850,1.711124397,1.957466794,0.000625294,0.018148537
HORVU.MOREX.r3.2HG0206630,-1.51357022,2.516097353,0.000627754,0.018170522
HORVU.MOREX.r3.6HG0571800,-0.880165809,6.00385558,0.000628362,0.018170522
HORVU.MOREX.r3.5HG0499440,-1.37040594,2.930331364,0.000634262,0.01827902
HORVU.MOREX.r3.5HG0504160,1.115045592,3.782586232,0.000634438,0.01827902
HORVU.MOREX.r3.1HG0027490,1.09078289,3.87726285,0.000636261,0.018298029
HORVU.MOREX.r3.6HG0628660,0.876845355,5.776080848,0.000638467,0.018327952
HORVU.MOREX.r3.6HG0545500,-1.676624638,2.037454084,0.000642095,0.018398531
HORVU.MOREX.r3.2HG0104870,1.246367075,3.311174932,0.000650812,0.018614393
HORVU.MOREX.r3.5HG0468600,0.894723625,6.502954923,0.000653263,0.018644868
HORVU.MOREX.r3.6HG0615470,-0.889153231,6.3862142,0.000654247,0.018644868
HORVU.MOREX.r3.2HG0191460,1.377700682,2.892212753,0.000669912,0.019043371
HORVU.MOREX.r3.1HG0010340,1.548185945,2.392166071,0.000670652,0.019043371
HORVU.MOREX.r3.7HG0722560,0.900129471,5.046319268,0.000678502,0.019231559
HORVU.MOREX.r3.7HG0705300,2.127027713,0.938399168,0.000683096,0.019305644
HORVU.MOREX.r3.4HG0354140,0.8722782,5.858753654,0.00068357,0.019305644
HORVU.MOREX.r3.2HG0182210,-0.981578897,4.366570846,0.000690859,0.019476523
HORVU.MOREX.r3.6HG0616830,0.911683617,6.885059865,0.000697001,0.019614531
HORVU.MOREX.r3.2HG0112150,-1.365289643,2.9113738,0.000704761,0.019797479
HORVU.MOREX.r3.7HG0665140,-0.87703308,5.38385966,0.000710832,0.019932452
HORVU.MOREX.r3.7HG0728340,0.875047382,5.432376538,0.000712205,0.019935394
HORVU.MOREX.r3.5HG0497660,1.727977702,1.853672557,0.000716306,0.020014572
HORVU.MOREX.r3.5HG0518070,1.013896456,4.178352453,0.000718308,0.020034939
HORVU.MOREX.r3.2HG0198470,0.888752384,6.537274354,0.000725611,0.020202806
HORVU.MOREX.r3.4HG0337930,-1.48281852,2.549076137,0.000733899,0.020397468
HORVU.MOREX.r3.4HG0390620,0.91313938,4.829951038,0.000743281,0.020616809
HORVU.MOREX.r3.6HG0547990,1.003445199,4.214271955,0.000744412,0.020616809
HORVU.MOREX.r3.4HG0383820,1.467733446,2.577480947,0.000759713,0.021003596
HORVU.MOREX.r3.3HG0274780,-1.194469421,10.82287522,0.000763709,0.021034798
HORVU.MOREX.r3.1HG0050670,-1.024922063,4.093466227,0.000763745,0.021034798
HORVU.MOREX.r3.5HG0491490,1.995918383,1.165392625,0.000764853,0.021034798
HORVU.MOREX.r3.3HG0261980,-1.009797724,4.166063212,0.000769055,0.021113454
HORVU.MOREX.r3.5HG0479000,0.869147979,5.440452037,0.000771892,0.021115112
HORVU.MOREX.r3.2HG0138340,-1.424404672,2.700106828,0.000773339,0.021115112
HORVU.MOREX.r3.5HG0440150,1.100178351,3.770323389,0.000773419,0.021115112
HORVU.MOREX.r3.5HG0448660,1.267278173,3.188120281,0.000775689,0.021115112
HORVU.MOREX.r3.6HG0599280,-1.573081711,2.259788065,0.000775977,0.021115112
HORVU.MOREX.r3.7HG0708960,0.883235141,6.528258758,0.000777169,0.021115112
HORVU.MOREX.r3.4HG0392820,0.908392713,4.839845515,0.000780282,0.021163132
HORVU.MOREX.r3.7HG0738010,0.872866607,6.300089285,0.000782373,0.021183332
HORVU.MOREX.r3.6HG0558330,0.919562171,4.726252613,0.000790871,0.021376622
HORVU.MOREX.r3.5HG0509430,0.899591409,4.913559473,0.000794975,0.021450703
HORVU.MOREX.r3.7HG0738240,-0.876095265,6.442614099,0.000809371,0.021801726
HORVU.MOREX.r3.3HG0270730,-1.21440288,3.34051742,0.000813014,0.021862431
HORVU.MOREX.r3.4HG0398160,-0.992291187,8.231745162,0.00082985,0.022277092
HORVU.MOREX.r3.1HG0073070,0.920645298,4.67798866,0.000842057,0.022566268
HORVU.MOREX.r3.6HG0616130,0.944188634,4.50152544,0.000845646,0.022623919
HORVU.MOREX.r3.5HG0496010,-1.750001945,1.705507099,0.000872562,0.023304381
HORVU.MOREX.r3.2HG0167390,1.125902883,3.625276009,0.000880914,0.023464155
HORVU.MOREX.r3.3HG0281730,0.913554704,7.184059432,0.000881528,0.023464155
HORVU.MOREX.r3.1HG0055700,1.598732168,2.117914197,0.000918911,0.024417877
HORVU.MOREX.r3.2HG0195500,1.502426379,2.400436669,0.000922712,0.02447755
HORVU.MOREX.r3.3HG0240670,1.610152822,2.077082992,0.000925114,0.024499949
HORVU.MOREX.r3.6HG0543140,0.985208678,4.214197669,0.000929124,0.024537711
HORVU.MOREX.r3.1HG0089710,1.971710346,1.133388676,0.00092966,0.024537711
HORVU.MOREX.r3.6HG0634290,-0.873536789,6.611303944,0.000936665,0.024681208
HORVU.MOREX.r3.2HG0184360,-0.849554079,5.55426418,0.000964257,0.025365752
HORVU.MOREX.r3.6HG0627260,0.91225488,7.28704544,0.000980265,0.025743808
HORVU.MOREX.r3.3HG0326310,0.845185805,5.791514496,0.000988641,0.025920519
HORVU.MOREX.r3.1HG0092170,-1.109074373,3.634890303,0.001001452,0.026212717
HORVU.MOREX.r3.6HG0548880,0.916044578,7.372687836,0.00100573,0.026280973
HORVU.MOREX.r3.2HG0126960,-0.948754203,4.374222122,0.001021514,0.026649159
HORVU.MOREX.r3.5HG0479660,0.857737574,5.209067127,0.001034591,0.026945617
HORVU.MOREX.r3.4HG0409440,0.854657106,6.377723947,0.001042059,0.027095261
HORVU.MOREX.r3.4HG0402070,1.651331405,1.917062837,0.001049194,0.027235771
HORVU.MOREX.r3.3HG0302060,-1.054318381,3.835213391,0.001055388,0.027340018
HORVU.MOREX.r3.2HG0192050,-1.162633272,3.419733096,0.001056686,0.027340018
HORVU.MOREX.r3.3HG0313430,0.889839449,4.788965586,0.001062482,0.02742324
HORVU.MOREX.r3.5HG0460690,1.277853569,3.03615774,0.001065111,0.02742324
